mode,load,0_efficientnet_b7-8,1_mobilenet_v2-32,2_mobilenet_v2-32,3_squeezenet1_0-16
mps-uncap,1.0,77.35774993896484,21.838665008544922,21.82435035705566,16.30687713623047
