mode,load,0_efficientnet_b7-8,1_mobilenet_v2-32,2_mobilenet_v2-32,3_squeezenet1_0-16
mps-uncap,1.0,74.05400276184082,18.30124855041504,18.325090408325195,9.85264778137207
