mode,load,0_mobilenet_v2-16,1_mobilenet_v2-32,2_resnet50-32,3_squeezenet1_1-32
mps-uncap,1.0,1021.7414156694377,1801.9654086153178,1217.6863061178497,2435.0706528598316
