mode,load,0_mobilenet_v2-16,1_mobilenet_v2-32,2_resnet50-32,3_squeezenet1_1-32
mps-uncap,1.0,0.0007152557373046875,0.0007152557373046875,0.0007152557373046875,0.000476837158203125
