mode,load,0_mobilenet_v3_large-32,1_mobilenet_v3_large-4,2_resnet50-8
mps-uncap,0.8,18.597960472106934,9.514331817626953,17.16468334197999
mps-uncap,0.9,38.61732482910157,21.57449722290039,31.05783462524414
mps-uncap,1.0,223.76837730407718,143.60344409942627,521.3969945907593
mps-uncap,0.5,7.519149780273435,7.371139526367189,6.651639938354492
mps-uncap,0.6,8.995962142944336,6.863832473754885,7.936954498291016
mps-uncap,0.7,11.308240890502933,7.857561111450197,11.305642127990724
mps-uncap,0.1,0.07152557373046875,2.7053356170654297,0.06771087646484375
mps-uncap,0.2,3.9701461791992188,5.0214529037475595,2.4169921875000018
mps-uncap,0.3,5.026245117187501,6.662511825561524,4.793787002563473
mps-uncap,0.4,5.98115921020508,7.041120529174806,6.120300292968751
