mode,load,0_mobilenet_v3_large-32,1_mobilenet_v3_large-4,2_resnet50-8
mps-uncap,0.8,25.376439094543457,13.706207275390625,24.06635284423828
mps-uncap,0.9,45.93784809112554,26.422309875488274,38.03133964538574
mps-uncap,1.0,231.36906623840335,148.5278367996216,529.205322265625
mps-uncap,0.5,14.154958724975586,12.674665451049805,13.188958168029785
mps-uncap,0.6,15.372776985168455,11.420202255249025,14.364957809448246
mps-uncap,0.7,17.681598663330078,12.043905258178711,17.592239379882816
mps-uncap,0.1,8.199453353881836,9.806156158447266,7.8826904296875
mps-uncap,0.2,10.809898376464844,11.54789924621582,8.826303482055666
mps-uncap,0.3,11.904454231262207,13.229894638061523,11.47317886352539
mps-uncap,0.4,12.58206367492676,13.027334213256847,12.926197052001953
