mode,load,0_mobilenet_v3_large-32,1_mobilenet_v3_large-4,2_resnet50-8
mps-uncap,0.8,45.57368755340576,22.08468914031987,37.61224746704102
mps-uncap,0.9,82.57269144058229,42.525520324706925,74.12583827972412
mps-uncap,1.0,452.3257637023925,265.8988523483276,666.131329536438
mps-uncap,0.5,17.087459564208984,15.915598869323734,14.657902717590318
mps-uncap,0.6,20.143435001373305,14.107542037963867,18.644461631774814
mps-uncap,0.7,24.550561904907227,17.064447402954094,25.26734352111817
mps-uncap,0.1,6.650018692016596,8.73756408691409,6.819276809692383
mps-uncap,0.2,9.577512741088867,11.276717185974105,8.516929149627666
mps-uncap,0.3,11.775655746459927,15.423412322998049,11.532242298126247
mps-uncap,0.4,12.43387699127198,15.907812118530266,13.629827499389652
