mode,load,0_alexnet-8,1_efficientnet_b5-4,2_vgg16-2
mps-uncap,0.8,1.9483566284179688,17.771363258361816,3.8967132568359375
mps-uncap,0.9,2.8645992279052734,30.794739723205566,5.946636199951172
mps-uncap,1.0,7.420659065246582,134.41240787506104,13.60177993774414
mps-uncap,0.5,1.4271736145019531,15.412092208862305,2.7163028717041016
mps-uncap,0.6,1.627802848815918,14.873623847961426,3.0221939086914062
mps-uncap,0.7,1.6973018646240234,15.144824981689453,3.2494068145751953
mps-uncap,0.1,1.337289810180664,21.198749542236328,2.2182464599609375
mps-uncap,0.2,1.312255859375,18.053531646728516,2.232789993286133
mps-uncap,0.3,1.3877153396606445,16.2353515625,2.3976564407348633
mps-uncap,0.4,1.4319419860839844,15.957355499267578,2.614617347717285
