mode,load,0_alexnet-8,1_efficientnet_b5-4,2_vgg16-2
mps-uncap,0.8,3278.271857132361,165.6515527503236,428.04026934517134
mps-uncap,0.9,3796.0858609365523,184.65563060128684,464.39043099325187
mps-uncap,1.0,4036.9909266214227,202.99964421677848,537.4850675227783
mps-uncap,0.5,2030.979556363404,100.60918795114702,260.3556025108637
mps-uncap,0.6,2444.5874027736345,119.39716766461139,309.2239473208664
mps-uncap,0.7,2824.0918319556204,137.8759733567285,370.90676995017753
mps-uncap,0.1,406.1206725623087,21.74071897485494,53.90564885342084
mps-uncap,0.2,825.4447585208352,41.49819283971982,106.63012660828547
mps-uncap,0.3,1222.82181731945,63.839964031888606,159.31983187769353
mps-uncap,0.4,1631.030959400811,83.20818496372766,208.0818891409985
