mode,load,0_alexnet-8,1_efficientnet_b5-4,2_vgg16-2
mps-uncap,0.8,9.919586181640627,67.98144578933716,18.851232528686495
mps-uncap,0.9,18.129320144653313,127.98283100128185,37.65482902526848
mps-uncap,1.0,62.58542299270632,672.3222923278809,90.47013759613026
mps-uncap,0.5,4.347875118255613,39.78069305419922,8.592567443847653
mps-uncap,0.6,5.838024616241459,37.68047571182253,9.855556488037138
mps-uncap,0.7,6.80869579315181,46.12267494201657,12.436037063598656
mps-uncap,0.1,2.2906088829040523,40.23534059524536,3.8405919075012194
mps-uncap,0.2,2.5492572784423833,41.062228679656975,4.5591354370117205
mps-uncap,0.3,3.3513355255126944,40.599613189697266,5.761694908142087
mps-uncap,0.4,4.073278903961182,40.2982234954834,6.89088582992554
