mode,load,0_alexnet-8,1_efficientnet_b5-4,2_vgg16-2
mps-uncap,0.8,0.45871734619140625,3.2439231872558594,1.0693073272705078
mps-uncap,0.9,1.2934207916259766,14.722824096679688,2.767324447631836
mps-uncap,1.0,5.608916282653809,115.91076850891113,10.212182998657227
mps-uncap,0.5,0.039577484130859375,0.04863739013671875,0.04410743713378906
mps-uncap,0.6,0.040531158447265625,0.04172325134277344,0.04363059997558594
mps-uncap,0.7,0.045299530029296875,0.04982948303222656,0.05125999450683594
mps-uncap,0.1,0.04291534423828125,0.0591278076171875,0.04649162292480469
mps-uncap,0.2,0.041484832763671875,0.05841255187988281,0.04506111145019531
mps-uncap,0.3,0.04172325134277344,0.05340576171875,0.04506111145019531
mps-uncap,0.4,0.043392181396484375,0.052928924560546875,0.04506111145019531
