mode,load,0_alexnet-8,1_efficientnet_b5-4,2_vgg16-2
mps-uncap,0.8,2.149229049682617,19.048361778259277,3.968954086303711
mps-uncap,0.9,2.146482467651367,21.440565586090088,4.09332275390625
mps-uncap,1.0,2.3388314247131348,21.90706491470337,4.022359848022461
mps-uncap,0.5,2.006931304931639,22.063636779785156,3.7142825126647945
mps-uncap,0.6,2.083787918090822,18.09375762939453,3.87840270996094
mps-uncap,0.7,2.0782947540283203,18.119940757751465,3.8726472854614262
mps-uncap,0.1,1.6649866104125974,26.749610900878906,2.900764942169189
mps-uncap,0.2,1.785850524902344,22.83065319061279,3.2149076461791997
mps-uncap,0.3,1.9219899177551256,22.362723350524902,3.538506031036377
mps-uncap,0.4,1.9464588165283205,22.118091583251953,3.6880183219909672
