mode,load,0_alexnet-8,1_efficientnet_b5-4,2_vgg16-2
mps-uncap,0.8,1.8816471099853518,17.305946350097656,3.564119338989258
mps-uncap,0.9,1.9085407257080078,19.981980323791504,3.74598503112793
mps-uncap,1.0,2.093076705932617,21.158599853515625,3.745555877685547
mps-uncap,0.5,1.6498804092407227,16.388607025146484,3.1092405319213867
mps-uncap,0.6,1.7719268798828125,16.111278533935547,3.3669471740722656
mps-uncap,0.7,1.7962455749511719,16.102933883666992,3.410911560058594
mps-uncap,0.1,1.4629602432250977,22.317171096801758,2.515864372253418
mps-uncap,0.2,1.4719963073730469,22.207021713256836,2.6619434356689453
mps-uncap,0.3,1.5886545181274416,20.937633514404297,2.8730392456054688
mps-uncap,0.4,1.6272306442260742,16.82448387145996,3.066396713256836
