mode,load,0_alexnet-8,1_efficientnet_b5-4,2_vgg16-2
mps-uncap,0.8,1.4767646789550781,13.630509376525879,2.8755664825439453
mps-uncap,0.9,1.596689224243164,16.074538230895996,3.1714439392089844
mps-uncap,1.0,1.8024444580078125,19.501090049743652,3.3922195434570312
mps-uncap,0.5,1.2460947036743164,13.36050033569336,2.4629831314086914
mps-uncap,0.6,1.3279914855957031,12.586474418640137,2.5725364685058594
mps-uncap,0.7,1.3720989227294922,12.62521743774414,2.6252269744873047
mps-uncap,0.1,1.2825727462768555,21.033406257629395,2.153754234313965
mps-uncap,0.2,1.2426376342773438,16.29006862640381,2.147674560546875
mps-uncap,0.3,1.2896060943603516,15.403985977172852,2.20489501953125
mps-uncap,0.4,1.3055801391601562,14.380216598510742,2.39408016204834
