mode,load,0_alexnet-8,1_efficientnet_b5-4,2_vgg16-2
mps-uncap,0.8,8.339853286743166,54.52069282531738,15.460681915283196
mps-uncap,0.9,16.421399116516103,110.34903526306161,34.134359359741175
mps-uncap,1.0,60.76369285583497,652.6024222373962,87.11797714233394
mps-uncap,0.5,2.8565287590026824,27.702140808105472,5.949058532714824
mps-uncap,0.6,4.316737651824956,26.030838489532474,7.043218612670902
mps-uncap,0.7,5.142149925231919,33.03430080413816,9.551439285278324
mps-uncap,0.1,1.1526370048522945,20.205795764923096,1.748287677764892
mps-uncap,0.2,1.2728309631347656,28.724615573883035,2.3331403732299827
mps-uncap,0.3,1.9796442985534628,23.651018142700195,3.2721209526062003
mps-uncap,0.4,2.679367065429688,26.581287384033203,4.465775489807129
