mode,load,0_squeezenet1_1-2,1_vgg16-4,2_vgg19-8
mps-uncap,0.8,273.66598667096895,392.8977589356802,665.4902617294628
mps-uncap,0.9,307.70781645715107,444.5874901234708,754.9855384994091
mps-uncap,1.0,342.8265711452148,496.60585639448703,832.3165808337291
mps-uncap,0.5,171.62763497127216,248.28570006826058,414.365819953104
mps-uncap,0.6,198.4711623792881,297.0808435959096,493.91499489579724
mps-uncap,0.7,239.15590318845625,350.51343393036655,587.0272715559935
mps-uncap,0.1,33.303147368187815,46.97978158939119,86.8098755532478
mps-uncap,0.2,69.13643803599194,105.09708343076296,164.04810501543867
mps-uncap,0.3,102.56902031251663,149.56744344573013,258.96720039537286
mps-uncap,0.4,133.60166020634486,196.75265738874927,326.00545702407675
