mode,load,0_densenet161-8,1_densenet169-4,2_efficientnet_b6-8
mps-uncap,0.8,0.01239776611328125,0.0095367431640625,0.01239776611328125
mps-uncap,0.9,0.012874603271484375,0.011205673217773438,0.01049041748046875
mps-uncap,1.0,0.01239776611328125,0.013113021850585938,0.012636184692382812
mps-uncap,0.5,0.012159347534179688,0.012159347534179688,0.011682510375976562
mps-uncap,0.6,0.012159347534179688,0.010728836059570312,0.011205673217773438
mps-uncap,0.7,0.0095367431640625,0.010967254638671875,0.012159347534179688
mps-uncap,0.1,0.0133514404296875,0.01430511474609375,0.02002716064453125
mps-uncap,0.2,0.0133514404296875,0.01239776611328125,0.014781951904296875
mps-uncap,0.3,0.012159347534179688,0.011920928955078125,0.012874603271484375
mps-uncap,0.4,0.01239776611328125,0.012159347534179688,0.012636184692382812
