mode,load,0_densenet161-8,1_densenet169-4,2_efficientnet_b6-8
mps-uncap,0.8,18.20516586303711,14.78123664855957,17.078638076782227
mps-uncap,0.9,19.867777824401855,16.852378845214844,19.14215087890625
mps-uncap,1.0,20.77770233154297,19.253969192504883,19.030213356018066
mps-uncap,0.5,14.839887619018555,12.878775596618652,14.801979064941406
mps-uncap,0.6,15.3350830078125,12.885332107543945,14.854192733764648
mps-uncap,0.7,16.90840721130371,13.042807579040527,16.562461853027344
mps-uncap,0.1,22.709012031555176,22.75705337524414,21.086454391479492
mps-uncap,0.2,17.741680145263672,17.589569091796875,18.15474033355713
mps-uncap,0.3,16.963720321655273,16.864538192749023,17.055511474609375
mps-uncap,0.4,16.051769256591797,15.567541122436523,14.56308364868164
