mode,load,0_densenet161-8,1_densenet169-4,2_efficientnet_b6-8
mps-uncap,0.8,26.357531547546387,20.99132537841797,29.763221740722656
mps-uncap,0.9,48.245906829833984,30.940532684326172,66.09964370727539
mps-uncap,1.0,130.69462776184082,96.73523902893066,206.8958282470703
mps-uncap,0.5,17.562389373779297,16.43979549407959,17.507195472717285
mps-uncap,0.6,18.318653106689453,16.37554168701172,17.854690551757812
mps-uncap,0.7,19.886016845703125,16.89469814300537,21.44765853881836
mps-uncap,0.1,22.90523052215576,23.436307907104492,23.62346649169922
mps-uncap,0.2,19.069552421569824,18.135547637939453,18.61894130706787
mps-uncap,0.3,17.748594284057617,17.917156219482422,18.173694610595703
mps-uncap,0.4,17.54927635192871,17.136573791503906,17.508745193481445
