mode,load,0_densenet161-8,1_densenet169-4,2_efficientnet_b6-8
mps-uncap,0.8,306.9465021720216,161.59254759252158,339.16615438798596
mps-uncap,0.9,344.9963007859474,182.89206344151262,387.04804743125936
mps-uncap,1.0,375.50422119167513,199.92850982166368,416.513454057246
mps-uncap,0.5,191.02014427681186,103.90146602986154,197.36235312668606
mps-uncap,0.6,234.09994958423025,120.19673079749164,252.7628105105816
mps-uncap,0.7,268.56489524765334,139.10833256981752,285.44789466744174
mps-uncap,0.1,41.52118941799685,20.616542104668902,41.15593757675246
mps-uncap,0.2,71.5010242988932,42.490416007434916,85.25498581418827
mps-uncap,0.3,111.95529436773859,61.93782502593486,128.0945404769514
mps-uncap,0.4,156.32057695350701,82.74703662397609,176.3593296393396
