mode,load,0_squeezenet1_1-32,1_resnet18-8,2_resnet34-2
mps-uncap,1.0,0.004291534423828125,0.0059604644775390625,0.0057220458984375
mig,1.0,0.004291534423828125,0.006198883056640625,0.0064373016357421875
