mode,load,0_mobilenet_v2-32,1_mobilenet_v3_large-8,2_mobilenet_v3_small-16,3_resnet18-32
mps-uncap,1.0,9.57179069519043,7.833003997802734,4.839181900024414,6.065130233764648
