mode,load,0_mobilenet_v2-32,1_mobilenet_v3_large-8,2_mobilenet_v3_small-16,3_resnet18-32
mps-uncap,1.0,10.766267776489258,10.558843612670898,9.24539566040039,8.736371994018555
