mode,load,0_resnet101-2,1_resnet50-2,2_squeezenet1_0-2
mps-uncap,0.6,8.934259414672852,4.616975784301758,1.699686050415039
mig,0.6,8.853673934936523,4.9591064453125,1.7156600952148438
mps-uncap,0.7,8.91256332397461,4.654407501220703,1.7237663269042969
mig,0.7,8.844614028930664,4.959344863891602,1.7008781433105469
mps-uncap,0.8,8.986949920654297,4.698753356933594,1.7256736755371094
mig,0.8,8.858680725097656,4.877328872680664,1.7418861389160156
mps-uncap,0.9,8.978843688964844,4.750967025756836,1.682281494140625
mig,0.9,8.87155532836914,4.913806915283203,1.7077922821044922
mps-uncap,1.0,8.89444351196289,4.6100616455078125,1.6999244689941406
mig,1.0,8.915901184082031,4.941463470458984,1.7147064208984375
mps-uncap,1.1,8.889913558959961,4.669904708862305,1.7154216766357422
mig,1.1,9.023666381835938,4.888057708740234,1.7113685607910156
mps-uncap,1.2,8.908510208129883,4.65703010559082,1.741170883178711
mig,1.2,8.80742073059082,4.914045333862305,1.6949176788330078
mps-uncap,1.3,8.896827697753906,4.637956619262695,1.7428398132324219
mig,1.3,8.718490600585938,4.829883575439453,1.7049312591552734
