mode,load,0_resnet101-2,1_resnet50-2,2_squeezenet1_0-2
mps-uncap,0.6,128.63999329444277,234.07159156512074,644.4267721982919
mig,0.6,129.72817934565188,233.83382821310394,639.6575590937792
mps-uncap,0.7,146.531264473274,273.2611872733965,758.6493974140192
mig,0.7,149.5272108801397,272.8056709385904,738.1794391327869
mps-uncap,0.8,171.82071596817676,310.18450909244837,851.8533894651474
mig,0.8,169.36174884213497,318.21755884218805,854.1845604892274
mps-uncap,0.9,193.24046158939927,352.5062052180549,958.9233896984186
mig,0.9,194.34723506930368,346.7824075823878,959.5178990787684
mps-uncap,1.0,211.059837644366,393.35092400478817,1017.3279051160151
mig,1.0,214.74588282886756,386.76100058787125,1066.451766063754
mps-uncap,1.1,211.7401004202656,402.61139617565675,1005.5577422013125
mig,1.1,213.35976723065156,392.9569801659794,1081.9926164732212
mps-uncap,1.2,210.5152633998072,402.6803533730616,996.4418078929986
mig,1.2,218.62677365755528,389.4623161938718,1084.1701683307792
mps-uncap,1.3,210.6745161017487,395.3689883401521,1056.4129149507723
mig,1.3,220.99365579919925,396.12305188008054,1082.3473005781466
