mode,load,0_resnet101-2,1_resnet50-2,2_squeezenet1_0-2
mps-uncap,0.6,9.936094284057617,5.284357070922852,2.0751953125
mig,0.6,9.662151336669922,5.487060546875,2.0210742950439453
mps-uncap,0.7,9.723377227783203,5.165600776672363,2.06756591796875
mig,0.7,9.52601432800293,5.350351333618164,1.9762516021728516
mps-uncap,0.8,9.754657745361328,5.2575111389160165,1.9636154174804688
mig,0.8,9.400343894958496,5.217075347900391,1.9659996032714844
mps-uncap,0.9,9.743499755859375,5.187368392944336,2.1746158599853516
mig,0.9,9.357023239135742,5.232334136962891,1.924276351928711
mps-uncap,1.0,9.708166122436523,5.07664680480957,2.267122268676758
mig,1.0,9.35816764831543,5.231142044067383,1.918792724609375
mps-uncap,1.1,9.67264175415039,5.117607116699219,2.3012161254882812
mig,1.1,9.456157684326172,5.157136917114258,1.9261837005615234
mps-uncap,1.2,9.734344482421875,5.118417739868164,2.309560775756836
mig,1.2,9.24372673034668,5.212068557739258,1.9196987152099616
mps-uncap,1.3,9.727716445922852,5.289554595947266,1.9598007202148438
mig,1.3,9.169816970825195,5.13768196105957,1.9278526306152344
