mode,load,0_resnet101-2,1_resnet50-2,2_squeezenet1_0-2
mps-uncap,0.6,4.006385803222656,1.5163421630859375,0.7339715957641602
mig,0.6,3.7425756454467773,2.1944046020507812,0.7196664810180664
mps-uncap,0.7,6.6498517990112305,3.1598806381225586,1.5871524810791016
mig,0.7,6.944417953491211,3.9360523223876953,1.1821985244750977
mps-uncap,0.8,13.09061050415039,5.108118057250977,2.17592716217041
mig,0.8,11.143088340759277,6.512880325317383,2.3698806762695312
mps-uncap,0.9,33.185482025146484,11.76905632019043,6.699085235595703
mig,0.9,24.936914443969727,16.48402214050293,4.481792449951172
mps-uncap,1.0,541.0928726196289,38.877248764038086,1909.1366529464722
mig,1.0,507.861852645874,798.6499071121216,39.87288475036621
mps-uncap,1.1,4801.1205196380615,3189.8770332336426,5829.818964004517
mig,1.1,4392.245054244995,3298.9699840545654,2980.356812477112
mps-uncap,1.2,9126.087427139282,5965.999126434326,9178.429365158081
mig,1.2,6341.424107551575,7649.261474609375,6667.290210723877
mps-uncap,1.3,11960.019946098328,10289.615154266357,10554.149627685547
mig,1.3,9047.938823699951,9668.959379196167,10179.110765457153
