mode,load,0_resnet101-2,1_resnet50-2,2_squeezenet1_0-2
mps-uncap,0.6,41.140079498291016,21.91797733306886,8.462035655975331
mig,0.6,45.50320386886595,24.014091491699226,8.558399677276611
mps-uncap,0.7,56.36756658554072,27.896635532379154,11.684999465942356
mig,0.7,60.467147827148416,33.214545249939,9.514050483703604
mps-uncap,0.8,88.0286955833435,38.81259918212893,17.452347278594956
mig,0.8,99.47689533233641,44.49810981750493,16.320252418518066
mps-uncap,0.9,155.02898693084717,92.69945144653322,36.793704032897935
mig,0.9,154.5182466506958,112.63898611068726,24.248561859130874
mps-uncap,1.0,1595.8630323410034,144.8348236083985,4507.146289348602
mig,1.0,1522.273874282837,1424.744243621826,149.90134477615356
mps-uncap,1.1,10337.768197059631,6439.800662994385,12318.113622665405
mig,1.1,9078.448557853699,6528.755583763123,5631.420636177063
mps-uncap,1.2,17234.93948459625,12028.24688911438,18867.959241867065
mig,1.2,14026.137909889221,14957.81922340393,13204.713144302368
mps-uncap,1.3,22690.083701610565,20190.314130783077,20502.034573554993
mig,1.3,18555.027837753296,18707.18939781189,19429.100146293644
