mode,load,0_resnet101-2,1_resnet50-2,2_squeezenet1_0-2
mps-uncap,0.6,9.396076202392578,4.885196685791016,1.8188953399658203
mig,0.6,9.15825366973877,5.121707916259766,1.8162727355957031
mps-uncap,0.7,9.319305419921875,4.889369010925293,1.8463134765625
mig,0.7,9.171247482299805,5.119562149047852,1.8117427825927734
mps-uncap,0.8,9.403705596923828,4.967451095581055,1.8334388732910156
mig,0.8,9.143590927124023,5.038976669311523,1.8410682678222656
mps-uncap,0.9,9.47260856628418,4.984140396118164,1.8341541290283203
mig,0.9,9.158611297607422,5.110502243041992,1.8155574798583984
mps-uncap,1.0,9.447336196899414,4.888772964477539,1.8796920776367188
mig,1.0,9.251117706298828,5.1422119140625,1.8322467803955078
mps-uncap,1.1,9.419441223144531,4.935741424560547,1.8994808197021484
mig,1.1,9.34743881225586,5.06901741027832,1.8243789672851562
mps-uncap,1.2,9.473085403442383,4.935026168823242,1.9197463989257812
mig,1.2,9.123802185058594,5.119800567626953,1.82342529296875
mps-uncap,1.3,9.473204612731934,5.038022994995117,1.8758773803710938
mig,1.3,9.038686752319336,5.034923553466797,1.827239990234375
