mode,load,0_resnet101-2,1_resnet50-2,2_squeezenet1_0-2
mps-uncap,0.6,50.48263072967529,26.806006431579593,10.302972793579098
mig,0.6,54.60259675979613,29.15520668029787,10.383586883544922
mps-uncap,0.7,65.72954177856428,32.80270338058472,13.553454875946036
mig,0.7,69.62193250656128,38.361358642578196,11.333889961242672
mps-uncap,0.8,97.48671054840086,43.86694908142091,19.277489185333227
mig,0.8,108.53628396987915,49.53026771545413,18.13999414443971
mps-uncap,0.9,164.3135786056518,97.68992900848389,38.67510318756103
mig,0.9,163.83471488952614,117.75466203689575,26.05810165405274
mps-uncap,1.0,1605.283522605896,149.5954132080079,4509.050672054291
mig,1.0,1531.5222263336182,1429.8619127273555,151.73430681228638
mps-uncap,1.1,10347.240614891052,6444.71794128418,12320.011634826662
mig,1.1,9087.791805267334,6533.816475868225,5633.267693519592
mps-uncap,1.2,17244.434103965756,12033.220586776733,18870.0137424469
mig,1.2,14035.261125564575,14962.954998016357,13206.621265411377
mps-uncap,1.3,22699.470052719113,20195.169649124142,20503.894548416138
mig,1.3,18564.157781600952,18712.108755111694,19430.848741531376
