mode,load,0_squeezenet1_1-8,1_squeezenet1_1-8,2_squeezenet1_1-8,3_squeezenet1_1-8
mig,0.1,4.891920089721684,4.599876403808599,5.004005432128912,6.4870691299438406
mig,0.2,6.927051544189447,6.867089271545409,6.8471336364746085,10.892314910888722
mig,0.3,10.292348861694343,10.179758071899409,10.247473716735891,12.652649879455566
mig,0.4,11.373586654663061,10.96675872802733,11.2778401374817,18.10193777084352
mig,0.5,17.194128036498977,14.536042213439936,14.946763515472394,28.1570315361023
mig,0.6,24.800968170165977,21.03364944458002,23.47960472106932,29.75096702575686
mig,0.7,37.682812213897684,28.418421745300293,28.081026077270515,57.736992835998535
mig,0.8,36.40191555023193,41.477911472320535,54.91435050964354,84.93548631668082
mig,0.9,171.43565416336062,105.44414520263675,134.54327583312974,298.7573933601378
mig,1.0,3869.7783279418945,3600.599093437195,3558.663749694824,4511.661853790283
