mode,load,0_squeezenet1_1-8,1_squeezenet1_1-8,2_squeezenet1_1-8,3_squeezenet1_1-8
mig,0.1,4.161834716796875,4.163980484008789,4.143476486206055,6.441712379455566
mig,0.2,4.1332244873046875,4.108667373657227,4.116296768188477,6.577968597412109
mig,0.3,4.206418991088867,4.198312759399414,4.186391830444336,6.844758987426758
mig,0.4,4.207372665405273,4.199743270874023,4.333138465881348,7.164955139160156
mig,0.5,4.635334014892578,4.578828811645508,4.548430442810059,7.9413652420043945
mig,0.6,5.532979965209961,5.356192588806152,5.475401878356934,9.376168251037598
mig,0.7,7.112026214599609,6.813526153564453,6.987333297729492,11.668682098388672
mig,0.8,10.308027267456055,10.10441780090332,10.926246643066406,18.321514129638672
mig,0.9,36.46397590637207,20.12324333190918,26.12769603729248,119.06099319458008
mig,1.0,1976.0749340057373,1864.5694255828857,1894.3638801574707,2250.5427598953247
