mode,load,0_alexnet-2,1_densenet121-32,2_efficientnet_b5-4,3_mobilenet_v2-32
mps-uncap,1.0,0.0002384185791015625,0.0002384185791015625,0.0002384185791015625,0.0002384185791015625
