mode,load,0_densenet161-2,1_densenet161-2
mig,0.1,0.013113021850585938,0.012874603271484375
mig,0.2,0.010728836059570312,0.01239776611328125
mig,0.3,0.011682510375976562,0.011205673217773438
mig,0.4,0.010251998901367188,0.010967254638671875
mig,0.5,0.011682510375976562,0.009775161743164062
mig,0.6,0.0095367431640625,0.0095367431640625
mig,0.7,0.009059906005859375,0.010728836059570312
mig,0.8,0.009775161743164062,0.0095367431640625
mig,0.9,0.011444091796875,0.011444091796875
mig,1.0,0.011682510375976562,0.010728836059570312
