mode,load,0_vgg16-16,1_inception_v3-4,2_resnet18-4
mps-uncap,0.6,26.688897609710736,101.94913864135737,30.606846809387193
mig,0.6,119.9100255966186,36.6924142837524,14.6458625793457
mps-uncap,0.7,25.22973775863648,407.68331289291365,60.85514783859254
mig,0.7,130.32493352890015,52.804832458496044,18.663346767425537
mps-uncap,0.8,33.63706588745116,4018.3371567726135,136.107053756714
mig,0.8,213.50708961486757,105.2499055862427,24.61318016052244
mps-uncap,0.9,43.431682586669915,17957.633748054504,434.21530723571766
mig,0.9,333.27087640762323,167.92430877685527,86.73473358154278
mps-uncap,1.0,36.33999824523926,28238.18055152893,11682.462053298952
mig,1.0,1004.0508747100829,788.393120765686,1075.9562253952026
mps-uncap,1.1,47.87092685699466,38624.29533004761,20118.225450515747
mig,1.1,8150.107626914977,8652.408850193024,7922.793407440186
mps-uncap,1.2,60.79676151275632,42995.14627456665,33156.78241252899
mig,1.2,16271.728501319885,13838.184797763823,14323.679447174072
mps-uncap,1.3,70.9845781326294,53017.43993759155,38759.35701131821
mig,1.3,21776.890993118286,18884.966039657593,21858.030731678005
