mode,load,0_vgg16-16,1_inception_v3-4,2_resnet18-4
mps-uncap,0.6,13.36824893951416,16.83659553527832,6.343030929565431
mig,0.6,23.807287216186523,9.165239334106445,3.277301788330078
mps-uncap,0.7,13.704419136047363,17.938852310180664,6.770610809326172
mig,0.7,23.847532272338867,9.182882308959961,3.228306770324707
mps-uncap,0.8,13.572978973388674,17.658996582031254,7.722520828247076
mig,0.8,23.868942260742188,9.093785285949707,3.170442581176758
mps-uncap,0.9,13.501405715942383,21.44699096679688,7.951402664184572
mig,0.9,23.892831802368164,8.887577056884766,3.1290531158447275
mps-uncap,1.0,13.310432434082031,23.00548553466797,8.391833305358887
mig,1.0,23.862361907958984,8.891582489013672,3.079652786254883
mps-uncap,1.1,13.159680366516115,27.10700035095215,7.810258865356446
mig,1.1,23.763656616210938,8.90052318572998,3.0634403228759766
mps-uncap,1.2,12.940168380737305,24.74832534790039,9.359598159790039
mig,1.2,23.707866668701172,8.881092071533203,3.0465126037597656
mps-uncap,1.3,12.676286697387695,30.007362365722656,8.39793682098389
mig,1.3,23.851537704467773,8.828401565551758,3.1981468200683594
