mode,load,0_vgg16-16,1_inception_v3-4,2_resnet18-4
mps-uncap,0.6,10.18381118774414,8.407115936279297,1.9419193267822266
mig,0.6,21.686792373657227,8.244991302490234,2.6209354400634766
mps-uncap,0.7,10.41102409362793,8.508920669555664,1.9421577453613281
mig,0.7,21.610498428344727,8.482933044433594,2.6166439056396484
mps-uncap,0.8,10.53619384765625,8.406400680541992,1.928567886352539
mig,0.8,21.59714698791504,8.431434631347656,2.615690231323242
mps-uncap,0.9,10.477542877197266,8.518218994140625,1.9235610961914062
mig,0.9,21.623611450195312,8.389472961425781,2.6254653930664062
mps-uncap,1.0,10.731697082519531,8.474588394165039,1.9266605377197266
mig,1.0,21.73900604248047,8.458852767944336,2.633333206176758
mps-uncap,1.1,10.999679565429688,8.467912673950195,1.8956661224365234
mig,1.1,21.750688552856445,8.494138717651367,2.6438236236572266
mps-uncap,1.2,10.58053970336914,8.394479751586914,1.9121170043945312
mig,1.2,21.88563346862793,8.494138717651367,2.660512924194336
mps-uncap,1.3,10.982751846313477,8.573770523071289,1.9207000732421875
mig,1.3,21.79431915283203,8.470535278320312,2.679109573364258
