mode,load,0_vgg16-16,1_inception_v3-4,2_resnet18-4
mps-uncap,0.6,38.22671175003057,115.78934192657465,34.82254028320311
mig,0.6,142.82279014587394,45.456504821777294,17.695021629333464
mps-uncap,0.7,37.373077869415326,420.5703139305115,64.50173377990724
mig,0.7,153.40818881988534,61.689782142639146,21.637439727783203
mps-uncap,0.8,46.02703094482419,4028.293168544769,139.8030710220338
mig,0.8,236.7588806152335,114.60906267166145,27.4786615371704
mps-uncap,0.9,55.51349163055414,17969.265370368958,436.89341545104946
mig,0.9,355.62182664871216,176.6175842285155,89.76461410522457
mps-uncap,1.0,48.28130722045898,28260.133085250858,11691.377916336061
mig,1.0,1026.6557693481443,796.9572186470032,1078.7919998168945
mps-uncap,1.1,60.20758390426639,38633.12189102173,20120.36012172699
mig,1.1,8172.918717861175,8661.082434654234,7925.566596984863
mps-uncap,1.2,72.73011207580564,43010.50329208374,33159.84554290771
mig,1.2,16294.104325771332,13846.922919750214,14326.433837413788
mps-uncap,1.3,83.19509267807007,53029.360399246216,38761.40058517456
mig,1.3,21800.699281692505,18893.764572143555,21861.062519550323
