mode,load,0_densenet201-8,1_densenet201-8,2_densenet201-8,3_densenet201-8
mig,0.1,25.74467658996582,32.2270393371582,43.10107231140137,55.36818504333496
mig,0.2,51.741838455200195,50.298213958740234,42.33574867248535,97.9318618774414
mig,0.3,71.98905944824219,61.55872344970703,92.987060546875,139.95647430419922
mig,0.4,102.21552848815918,119.45414543151855,86.78603172302246,147.91393280029297
mig,0.5,131.1042308807373,155.75170516967773,117.5241470336914,196.3367462158203
mig,0.6,94.37108039855957,124.87554550170898,128.7686824798584,267.1980857849121
mig,0.7,141.63661003112793,239.00651931762695,183.41779708862305,284.81245040893555
mig,0.8,270.43700218200684,223.7570285797119,259.49573516845703,403.5944938659668
mig,0.9,476.0284423828125,581.7339420318604,436.9943141937256,1022.0375061035156
mig,1.0,1055.1390647888184,1407.283067703247,1968.3358669281006,1948.6465454101562
