mode,load,0_densenet201-8,1_densenet201-8,2_densenet201-8,3_densenet201-8
mig,0.1,37.526454905547176,33.74325136119191,33.64601505105167,17.371760112154956
mig,0.2,69.41883634810948,68.51643102447538,68.09567951500985,36.441239943298186
mig,0.3,103.23754669861097,103.98201273988782,98.62145482635944,52.20584161281743
mig,0.4,139.26576675108063,143.4175805042719,134.58561832175243,74.89043929701828
mig,0.5,181.3996954081764,180.5859192885226,167.10288228314164,93.55847551284172
mig,0.6,208.99274012205285,201.53071382300072,207.02918377926937,106.58724183274934
mig,0.7,240.0841270693502,239.1435041642429,241.13099720818593,136.63309771502415
mig,0.8,292.4920984689155,270.9460094181676,276.64919222553374,150.38632441486126
mig,0.9,315.59300796495336,312.0209795454034,318.7081027782863,177.00313674835454
mig,1.0,344.7570620149971,340.82060175237916,348.8760348839817,188.94747943894816
