mode,load,0_densenet201-8,1_densenet201-8,2_densenet201-8,3_densenet201-8
mig,0.1,32.434940338134766,30.176877975463867,28.51557731628418,42.215824127197266
mig,0.2,28.993844985961914,32.07206726074219,32.64260292053223,42.28544235229492
mig,0.3,29.833316802978516,23.616313934326172,23.58531951904297,42.273759841918945
mig,0.4,23.350954055786133,23.584365844726562,23.538827896118164,42.28806495666504
mig,0.5,23.340225219726562,23.598432540893555,23.578643798828125,42.24276542663574
mig,0.6,23.297786712646484,23.54884147644043,23.476123809814453,42.24586486816406
mig,0.7,23.326635360717773,23.58722686767578,23.559093475341797,42.28353500366211
mig,0.8,23.31852912902832,23.56719970703125,23.49710464477539,42.27614402770996
mig,0.9,23.375272750854492,23.601531982421875,23.561954498291016,42.26183891296387
mig,1.0,23.347139358520508,23.569107055664062,23.53358268737793,42.23465919494629
