mode,load,0_densenet201-8,1_densenet201-8,2_densenet201-8,3_densenet201-8
mig,0.1,28.12764644622803,28.53085994720459,27.838540077209473,42.191362380981445
mig,0.2,22.84214496612549,23.073554039001465,23.02227020263672,42.19071865081787
mig,0.3,22.803783416748047,23.03948402404785,22.988033294677734,42.145586013793945
mig,0.4,22.789955139160156,23.02384376525879,22.981715202331543,42.131948471069336
mig,0.5,22.771644592285156,23.02379608154297,22.989320755004883,42.12784767150879
mig,0.6,22.746801376342773,23.00248146057129,22.940540313720703,42.11275577545166
mig,0.7,22.75106906890869,23.012089729309082,22.962617874145508,42.09492206573486
mig,0.8,22.748470306396484,23.00286293029785,22.919178009033203,42.106056213378906
mig,0.9,22.746562957763672,22.966504096984863,22.921323776245117,42.07348823547363
mig,1.0,22.74155616760254,22.95963764190674,22.9245662689209,42.05775260925293
