mode,load,0_efficientnet_b5-4,1_efficientnet_b5-4,2_inception_v3-32,3_mobilenet_v2-32
mps-uncap,1.0,0.0095367431640625,0.0059604644775390625,0.0007152557373046875,0.0007152557373046875
