mode,load,0_resnet101-8,1_vgg19-4,2_vgg19-4
mps-uncap,0.8,113.93237113952637,62.174320220947266,66.39719009399414
mps-uncap,0.9,249.30858612060547,99.38740730285645,136.3966464996338
mps-uncap,1.0,573.1241703033447,757.85231590271,263.6716365814209
mps-uncap,0.5,42.30070114135742,23.313283920288086,22.60756492614746
mps-uncap,0.6,50.302982330322266,36.337852478027344,35.06016731262207
mps-uncap,0.7,68.56942176818848,44.214487075805664,40.51041603088379
mps-uncap,0.1,23.85091781616211,7.51042366027832,10.300636291503906
mps-uncap,0.2,34.79480743408203,12.141704559326172,12.935161590576172
mps-uncap,0.3,33.36024284362793,16.087770462036133,13.96632194519043
mps-uncap,0.4,39.70789909362793,18.86153221130371,14.301538467407227
