mode,load,0_resnet101-8,1_vgg19-4,2_vgg19-4
mps-uncap,0.8,6.280422210693359,3.3020973205566406,3.293275833129883
mps-uncap,0.9,6.323337554931641,3.3190250396728516,3.3295154571533203
mps-uncap,1.0,6.35981559753418,3.297090530395508,3.3097267150878906
mps-uncap,0.5,6.229877471923828,3.2830238342285156,3.2956600189208984
mps-uncap,0.6,6.239414215087891,3.287076950073242,3.2956600189208984
mps-uncap,0.7,6.205320358276367,3.294706344604492,3.2868385314941406
mps-uncap,0.1,6.247758865356445,3.2939910888671875,3.2885074615478516
mps-uncap,0.2,6.245136260986328,3.293752670288086,3.2796859741210938
mps-uncap,0.3,6.27446174621582,3.2889842987060547,3.2944679260253906
mps-uncap,0.4,6.272792816162109,3.2935142517089844,3.2777786254882812
