mode,load,0_resnet101-8,1_vgg19-4,2_vgg19-4
mps-uncap,0.8,79.89913940429685,38.94871473312378,43.595819473266566
mps-uncap,0.9,176.37068986892697,76.58804178237915,83.3501005172728
mps-uncap,1.0,480.171411037445,703.9541721343995,215.4147434234619
mps-uncap,0.5,31.787557601928697,14.398753643035894,13.733766078948957
mps-uncap,0.6,38.068847656249986,19.414186477661136,19.047122001647683
mps-uncap,0.7,52.15975284576416,24.330132007598895,22.451496124267585
mps-uncap,0.1,22.070729732513417,6.500170230865479,6.6230297088623
mps-uncap,0.2,26.39799118041993,8.682296276092538,7.929549217224118
mps-uncap,0.3,26.688427925109867,10.320420265197736,9.5785450935364
mps-uncap,0.4,28.90983819961549,11.935434341430634,11.06361865997313
