mode,load,0_resnet101-8,1_vgg19-4,2_vgg19-4
mps-uncap,0.8,252.5528050312292,405.9108658794269,401.05807681623395
mps-uncap,0.9,288.4157268998379,476.6947383139771,464.4638693406039
mps-uncap,1.0,301.16566002529396,521.7023091029677,505.83830030660806
mps-uncap,0.5,149.72958940020104,259.3063520685545,247.38980217311453
mps-uncap,0.6,191.51264083026808,300.1129148581904,297.55734645151995
mps-uncap,0.7,212.5083239080515,349.87292688567953,354.13472110861915
mps-uncap,0.1,31.69567243824961,50.09329822506344,49.914274103079684
mps-uncap,0.2,60.15374164790888,101.65204157741509,100.43365203129835
mps-uncap,0.3,100.46871165910831,158.70119841595027,149.3227067555159
mps-uncap,0.4,128.4985129912747,198.20221138115278,208.8124809939306
