mode,load,0_efficientnet_b5-4,1_inception_v3-32,2_mobilenet_v2-32,3_squeezenet1_1-8
mps-uncap,1.0,0.011682510375976562,0.000476837158203125,0.003337860107421875,0.0007152557373046875
