mode,load,0_vgg16-32,1_inception_v3-16,2_squeezenet1_1-4
mps-uncap,1.0,1381.9870403876955,344.0403528813076,366.42480065163664
mig,1.0,746.3889487775518,906.2784996927827,2087.539702143808
