mode,load,0_vgg19-8,1_vgg19-8,2_vgg19-8,3_vgg19-8
mig,0.1,20.231962203979492,20.36285400390625,20.357370376586914,39.86167907714844
mig,0.2,20.213603973388672,20.3402042388916,20.339488983154297,39.83759880065918
mig,0.3,20.206928253173828,20.327329635620117,20.339012145996094,39.84427452087402
mig,0.4,20.208358764648438,20.322561264038086,20.322084426879883,39.80660438537598
mig,0.5,20.208120346069336,20.31874656677246,20.328044891357422,39.80517387390137
mig,0.6,20.20406723022461,20.310163497924805,20.317554473876953,39.815425872802734
mig,0.7,20.21026611328125,20.313739776611328,20.311355590820312,39.81661796569824
mig,0.8,20.20740509033203,20.31874656677246,20.30634880065918,39.82996940612793
mig,0.9,20.220518112182617,20.308732986450195,20.312070846557617,39.835214614868164
mig,1.0,20.26200294494629,20.396709442138672,20.366907119750977,40.04478454589844
