mode,load,0_vgg19-8,1_vgg19-8,2_vgg19-8,3_vgg19-8
mig,0.1,20.340442657470703,20.471930503845215,20.480871200561523,39.975643157958984
mig,0.2,20.313620567321777,20.437002182006836,20.437002182006836,39.98208045959473
mig,0.3,20.28656005859375,20.415782928466797,20.419716835021973,39.9630069732666
mig,0.4,20.276784896850586,20.407676696777344,20.40553092956543,39.963483810424805
mig,0.5,20.282864570617676,20.403623580932617,20.412206649780273,39.97206687927246
mig,0.6,20.313262939453125,20.430564880371094,20.432710647583008,40.03548622131348
mig,0.7,20.390748977661133,20.52605152130127,20.522594451904297,40.210604667663574
mig,0.8,20.578384399414062,20.7136869430542,20.70438861846924,40.54617881774902
mig,0.9,20.967721939086914,21.06928825378418,21.087288856506348,41.248321533203125
mig,1.0,21.208524703979492,21.329641342163086,21.337032318115234,41.74232482910156
