mode,load,0_vgg19-8,1_vgg19-8,2_vgg19-8,3_vgg19-8
mig,0.1,35.7773745656698,36.2490815183317,40.076856602152894,21.16074258333969
mig,0.2,73.07668393670383,74.36429429096846,73.0210770602703,38.58827272200251
mig,0.3,108.6409712966643,110.56712304033933,106.95954346165472,59.698297471642015
mig,0.4,145.7373193213075,144.38451611645758,147.2380978324331,67.30366545423726
mig,0.5,176.95248559980945,189.8394616351747,180.56727513849904,101.54512209161656
mig,0.6,208.3716572454268,215.90625849499216,219.64052957845982,113.74352738125543
mig,0.7,250.42152295919206,254.96511827880008,257.0912181032342,137.20519107218044
mig,0.8,304.03396114891746,288.3319945611251,283.7330525994877,155.3449171879949
mig,0.9,322.98732382831224,340.6679154897391,324.857180174055,169.51523376832733
mig,1.0,370.38592991353585,360.39227669245867,368.77475827110925,177.8866110948691
