mode,load,0_densenet169-8,1_efficientnet_b7-16,2_resnet18-8
mps-uncap,0.8,203.4770647609929,318.5682668644841,1384.7512390927484
mps-uncap,0.9,235.63208886737002,353.0443884217058,1550.4991366264644
mps-uncap,1.0,252.54431671919576,401.34501241774154,1713.7551242193492
mps-uncap,0.5,134.79314234294782,211.15535346601564,844.6217776782246
mps-uncap,0.6,154.13140692706642,227.4418015857127,1001.391699544654
mps-uncap,0.7,169.99079595905067,294.6372923762454,1180.8630407947694
mps-uncap,0.1,26.222453920571226,39.62960150392425,169.20640859427218
mps-uncap,0.2,50.405135409043595,83.54402795241792,348.3285548833894
mps-uncap,0.3,81.92695733879331,134.1933960322151,516.9332765103834
mps-uncap,0.4,101.99509657824055,159.92332005700396,691.7901614649497
