mode,load,0_densenet169-8,1_efficientnet_b7-16,2_resnet18-8
mps-uncap,0.8,29.09669876098633,38.05105686187744,6.320714950561523
mps-uncap,0.9,32.259345054626465,37.37080097198486,6.780505180358887
mps-uncap,1.0,32.19461441040039,39.67127799987793,6.504225730895996
mps-uncap,0.5,27.084088325500492,34.643125534057624,5.206775665283205
mps-uncap,0.6,28.275036811828613,35.569071769714355,5.395507812499999
mps-uncap,0.7,29.49666976928711,36.64288520812988,5.939626693725587
mps-uncap,0.1,24.11503791809082,30.046415328979492,3.27143669128418
mps-uncap,0.2,24.965286254882812,30.44593334197998,3.780794143676758
mps-uncap,0.3,25.27928352355957,32.44125843048096,4.283952713012695
mps-uncap,0.4,26.313757896423343,33.34546089172363,4.478406906127933
