mode,load,0_densenet121-2,1_densenet161-16,2_vgg11-16
mps-uncap,0.8,391.5872573852539,876.4243125915527,216.88270568847656
mps-uncap,0.9,611.1619472503662,1149.796962738037,881.4787864685059
mps-uncap,1.0,1716.5119647979736,2068.5746669769287,6151.072978973389
mps-uncap,0.5,36.150455474853516,88.96899223327637,46.56624794006348
mps-uncap,0.6,53.4060001373291,135.3921890258789,46.38934135437012
mps-uncap,0.7,121.55532836914062,243.69311332702637,110.61906814575195
mps-uncap,0.1,17.398357391357422,19.461393356323242,13.485193252563477
mps-uncap,0.2,31.73208236694336,42.7401065826416,22.086381912231445
mps-uncap,0.3,29.77299690246582,52.58464813232422,22.871732711791992
mps-uncap,0.4,45.839786529541016,49.764156341552734,42.48619079589844
