mode,load,0_densenet121-2,1_densenet161-16,2_vgg11-16
mps-uncap,0.8,23.74398708343506,53.25615406036377,7.5026750564575195
mps-uncap,0.9,36.690711975097656,58.81857872009277,7.939338684082031
mps-uncap,1.0,37.706613540649414,59.54146385192871,8.02457332611084
mps-uncap,0.5,15.952825546264648,29.155850410461426,6.850957870483398
mps-uncap,0.6,15.637993812561035,32.90915489196777,7.0629119873046875
mps-uncap,0.7,19.496679306030273,41.84532165527344,7.221579551696777
mps-uncap,0.1,23.4527587890625,31.157493591308594,7.377386093139648
mps-uncap,0.2,21.331787109375,24.853944778442383,7.159829139709473
mps-uncap,0.3,19.783616065979004,25.488853454589844,7.114410400390625
mps-uncap,0.4,16.437053680419922,25.960803031921387,7.110476493835449
