mode,load,0_densenet121-2,1_densenet161-16,2_vgg11-16
mps-uncap,0.8,45.00698966066777,205.59845465232968,1739.3363527516378
mps-uncap,0.9,48.74925296092215,239.7463579208725,1950.1419218982594
mps-uncap,1.0,52.800300797168426,252.67085592190932,1944.8732948968327
mps-uncap,0.5,27.193630207519462,134.33577425992766,1111.356325974842
mps-uncap,0.6,33.59694160053292,157.89670995335914,1276.4284702522416
mps-uncap,0.7,38.67923482031169,178.22821989744867,1517.6469061575092
mps-uncap,0.1,5.154351555376053,20.33517865888496,218.95137681387055
mps-uncap,0.2,11.577079296072275,52.28026707493328,437.89984286251354
mps-uncap,0.3,15.24723929732184,74.44477682445672,658.1747406406524
mps-uncap,0.4,22.8265489600422,114.71723289073114,900.1662501910007
