mode,load,0_resnet18-32,1_resnet18-32,2_resnet18-32,3_resnet18-32
mig,0.1,26.108741760253906,31.9366455078125,34.99770164489746,65.39011001586914
mig,0.2,40.85564613342285,37.525177001953125,44.56782341003418,55.159807205200195
mig,0.3,51.52130126953125,62.50476837158203,72.90148735046387,94.8934555053711
mig,0.4,69.17238235473633,57.54280090332031,95.15738487243652,111.04941368103027
mig,0.5,67.97409057617188,67.78764724731445,92.48924255371094,125.20766258239746
mig,0.6,102.33211517333984,107.13529586791992,118.7753677368164,219.34223175048828
mig,0.7,148.42462539672852,170.15790939331055,108.7493896484375,239.8982048034668
mig,0.8,210.83736419677734,209.27071571350098,230.87477684020996,262.4776363372803
mig,0.9,385.2732181549072,220.75724601745605,256.0281753540039,531.0804843902588
mig,1.0,822.0744132995605,1117.0845031738281,1257.2636604309082,1192.2087669372559
