mode,load,0_resnet18-32,1_resnet18-32,2_resnet18-32,3_resnet18-32
mig,0.1,13.202905654907227,18.976926803588867,21.979331970214844,40.74406623840332
mig,0.2,27.890920639038086,24.57904815673828,31.607627868652344,30.49945831298828
mig,0.3,38.598060607910156,49.53718185424805,59.91625785827637,70.15323638916016
mig,0.4,56.25319480895996,44.6009635925293,82.16381072998047,86.3502025604248
mig,0.5,55.05013465881348,54.25572395324707,79.50139045715332,99.70331192016602
mig,0.6,89.39957618713379,94.15888786315918,105.78465461730957,194.6580410003662
mig,0.7,134.7939968109131,157.18531608581543,95.74174880981445,215.17372131347656
mig,0.8,197.92747497558594,195.51801681518555,217.91887283325195,237.77413368225098
mig,0.9,372.2844123840332,207.7188491821289,242.93851852416992,506.21819496154785
mig,1.0,808.9685440063477,1103.9552688598633,1244.1296577453613,1167.4318313598633
