mode,load,0_vgg11-4,1_vgg13-4,2_vgg19-16
mps-uncap,0.8,2.0258426666259766,2.6967525482177734,11.880636215209961
mps-uncap,0.9,2.0208358764648438,2.6941299438476562,11.939048767089844
mps-uncap,1.0,2.1932125091552734,2.7785301208496094,15.470743179321289
mps-uncap,0.5,2.025604248046875,2.687692642211914,11.73710823059082
mps-uncap,0.6,2.0182132720947266,2.6984214782714844,11.845588684082031
mps-uncap,0.7,2.020120620727539,2.7022361755371094,11.774063110351562
mps-uncap,0.1,2.0079612731933594,2.7136802673339844,11.747598648071289
mps-uncap,0.2,2.0079612731933594,2.698659896850586,11.74783706665039
mps-uncap,0.3,2.0089149475097656,2.6769638061523438,11.633157730102539
mps-uncap,0.4,1.9843578338623047,2.675771713256836,11.711835861206055
