mode,load,0_vgg11-4,1_vgg13-4,2_vgg19-16
mps-uncap,0.8,2.0148754119873047,2.673625946044922,11.858224868774414
mps-uncap,0.9,2.0072460174560547,2.671480178833008,11.92331314086914
mps-uncap,1.0,2.1791458129882812,2.763986587524414,12.581586837768555
mps-uncap,0.5,1.9960403442382812,2.6748180389404297,11.651039123535156
mps-uncap,0.6,1.9977092742919922,2.6748180389404297,11.762857437133789
mps-uncap,0.7,2.008199691772461,2.681732177734375,11.684179306030273
mps-uncap,0.1,1.9927024841308594,2.6874542236328125,11.723518371582031
mps-uncap,0.2,1.9927024841308594,2.6814937591552734,11.720418930053711
mps-uncap,0.3,1.9941329956054688,2.661466598510742,11.604070663452148
mps-uncap,0.4,1.9688606262207031,2.6311874389648438,11.682510375976562
