mode,load,0_vgg11-4,1_vgg13-4,2_vgg19-16
mps-uncap,0.8,6.862401962280273,8.393287658691406,16.843557357788086
mps-uncap,0.9,8.814811706542969,10.890007019042969,18.784165382385254
mps-uncap,1.0,9.290933609008789,11.399984359741211,19.58775520324707
mps-uncap,0.5,2.9020309448242188,3.51715087890625,14.562845230102539
mps-uncap,0.6,3.7992000579833984,4.543781280517578,15.220880508422852
mps-uncap,0.7,5.885601043701172,7.097840309143066,16.152143478393555
mps-uncap,0.1,2.3565292358398438,3.075242042541504,13.968467712402344
mps-uncap,0.2,2.3517608642578125,3.055095672607422,13.707160949707031
mps-uncap,0.3,2.325773239135742,3.001689910888672,13.664007186889648
mps-uncap,0.4,2.490997314453125,3.2292604446411133,13.921260833740234
