mode,load,0_vgg11-4,1_vgg13-4,2_vgg19-16
mps-uncap,0.8,13.246660232543947,14.930381774902344,20.396947860717773
mps-uncap,0.9,13.733148574829102,15.208597183227537,20.667846202850342
mps-uncap,1.0,13.478610515594484,15.424308776855472,21.076207160949707
mps-uncap,0.5,11.931023597717287,13.000118732452394,19.337635040283207
mps-uncap,0.6,12.228965759277344,14.198496341705322,20.02385139465332
mps-uncap,0.7,13.077731132507326,14.030635356903076,20.80152511596679
mps-uncap,0.1,12.216782569885265,13.00103902816775,22.21113204956054
mps-uncap,0.2,10.144000053405762,12.798528671264648,18.991165161132823
mps-uncap,0.3,11.336631774902344,12.409172058105469,17.934660911560055
mps-uncap,0.4,11.731204986572267,12.946581840515131,18.222248554229736
