mode,load,0_vgg11-4,1_vgg13-4,2_vgg19-16
mps-uncap,0.8,23.569345474243164,18.573522567749023,28.20587158203125
mps-uncap,0.9,15.731334686279297,20.15376091003418,23.133277893066406
mps-uncap,1.0,16.576051712036133,20.014047622680664,28.594493865966797
mps-uncap,0.5,13.314962387084961,17.528533935546875,22.092819213867188
mps-uncap,0.6,15.923261642456055,16.196727752685547,22.02582359313965
mps-uncap,0.7,16.393423080444336,19.555330276489258,25.12502670288086
mps-uncap,0.1,15.617132186889648,18.486499786376953,25.23493766784668
mps-uncap,0.2,12.301921844482422,15.741825103759766,21.255970001220703
mps-uncap,0.3,14.25790786743164,14.770030975341797,20.396947860717773
mps-uncap,0.4,18.199443817138672,14.429807662963867,19.74320411682129
